date,region,state_po,class,special,runoff,offyear,candidate,party,writein,voteshare
09/30/1788,Pennsylvania,PA,1,FALSE,FALSE,,Maclay,anti-federal,1.0
11/03/1788,New Hampshire,NH,2,FALSE,FALSE,,Wingate,democratic-republican,1.0
12/09/1788,Maryland,MD,3,FALSE,FALSE,,Gale,federalist,0.4878048780487805
12/09/1788,Maryland,MD,3,FALSE,FALSE,,Henry,federalist,0.5121951219512195
12/10/1788,Maryland,MD,1,FALSE,FALSE,,Forrest,federal,0.48148148148148145
12/10/1788,Maryland,MD,1,FALSE,FALSE,,Carroll,federal,0.5185185185185185
12/15/1788,New Hampshire,NH,3,FALSE,FALSE,,Reject,no party affiliation,0.047619047619047616
12/15/1788,New Hampshire,NH,3,FALSE,FALSE,,Langdon,democratic-republican,0.9523809523809523
01/02/1789,New Jersey,NJ,2,FALSE,FALSE,,Paterson,nonpartisan,1.0
01/04/1789,Delaware,DE,2,FALSE,FALSE,,Bassett,federal,1.0
01/04/1789,Georgia,GA,2,FALSE,FALSE,,Few,democratic-republican,1.0
01/10/1789,Pennsylvania,PA,3,FALSE,FALSE,,Morris,federal,1.0
02/01/1789,New Jersey,NJ,1,FALSE,FALSE,,Elmer,federalist,1.0
02/03/1789,Massachusetts,MA,1,FALSE,FALSE,,Scattering,no party affiliation,0.46206896551724136
02/03/1789,Massachusetts,MA,1,FALSE,FALSE,,Dalton,federalist,0.5379310344827586
02/03/1789,Massachusetts,MA,2,FALSE,FALSE,,Lowell,federalist,0.14014251781472684
02/03/1789,Massachusetts,MA,2,FALSE,FALSE,,Others,independent,0.15201900237529692
02/03/1789,Massachusetts,MA,2,FALSE,FALSE,,Sedgwick,federalist,0.15914489311163896
02/03/1789,Massachusetts,MA,2,FALSE,FALSE,,Jarvis,democratic-republican,0.1876484560570071
02/03/1789,Massachusetts,MA,2,FALSE,FALSE,,Strong,federalist,0.36104513064133015
02/10/1789,Delaware,DE,1,FALSE,FALSE,,Read Sr.,federal,1.0
02/10/1789,Georgia,GA,3,FALSE,FALSE,,Gunn,federalist,1.0
02/10/1789,Connecticut,CT,1,FALSE,FALSE,,Ellsworth,federalist,1.0
02/10/1789,Connecticut,CT,3,FALSE,FALSE,,Johnson,federalist,1.0
02/10/1789,Virginia,VA,1,FALSE,FALSE,,Grayson,anti-federal,1.0
02/10/1789,Virginia,VA,2,FALSE,FALSE,,Lee,anti-federal,1.0
05/10/1789,South Carolina,SC,2,FALSE,FALSE,,Butler,federalist,1.0
07/01/1789,New York,NY,1,FALSE,FALSE,,Schuyler,federal,1.0
07/01/1789,New York,NY,3,FALSE,FALSE,,King,federal,1.0
11/26/1789,North Carolina,NC,2,FALSE,FALSE,,Johnston,federalist,1.0
12/08/1789,North Carolina,NC,3,FALSE,FALSE,,Bloodworth,anti-federalist,0.02531645569620253
12/08/1789,North Carolina,NC,3,FALSE,FALSE,,Lenoir,unknown,0.27848101265822783
12/08/1789,North Carolina,NC,3,FALSE,FALSE,,Blount,anti-federalist,0.29957805907172996
12/08/1789,North Carolina,NC,3,FALSE,FALSE,,Hawkins,federalist,0.39662447257383965
02/10/1790,South Carolina,SC,3,FALSE,FALSE,,Izard,federalist,1.0
05/03/1790,Rhode Island,RI,1,FALSE,FALSE,,Foster,federalist,1.0
05/10/1790,Rhode Island,RI,2,FALSE,FALSE,,Stanton,democratic-republican,1.0
11/03/1790,Rhode Island,RI,1,FALSE,FALSE,,Foster,federalist,1.0
11/03/1790,Massachusetts,MA,1,FALSE,FALSE,,Holten,federalist,0.027210884353741496
11/03/1790,Massachusetts,MA,1,FALSE,FALSE,,Jarvis,democratic-republican,0.1360544217687075
11/03/1790,Massachusetts,MA,1,FALSE,FALSE,,Gorham,federal,0.24489795918367346
11/03/1790,Massachusetts,MA,1,FALSE,FALSE,,Cabot,federalist,0.5918367346938775
11/03/1790,Vermont,VT,1,FALSE,FALSE,,Robinson,democratic-republican,1.0
11/03/1790,Vermont,VT,3,FALSE,FALSE,,Bradley,democratic-republican,1.0
11/04/1790,Delaware,DE,1,FALSE,FALSE,,Read Sr.,federal,1.0
11/04/1790,Connecticut,CT,1,FALSE,FALSE,,Ellsworth,federalist,1.0
11/09/1790,Virginia,VA,1,TRUE,FALSE,,Monroe,anti-federal,1.0
11/26/1790,Maryland,MD,1,FALSE,FALSE,,Forrest,federal,0.4
11/26/1790,Maryland,MD,1,FALSE,FALSE,,Carroll,federalist,0.6
12/02/1790,New Jersey,NJ,2,TRUE,FALSE,,Dickinson,federalist,1.0
02/01/1791,New Jersey,NJ,1,FALSE,FALSE,,Rutherfurd,federalist,1.0
02/08/1791,New York,NY,1,FALSE,FALSE,,Benson,federal,0.24489795918367346
02/08/1791,New York,NY,1,FALSE,FALSE,,Schuyler,federal,0.2755102040816326
02/08/1791,New York,NY,1,FALSE,FALSE,,Burr,anti-federal,0.47959183673469385
06/17/1792,Kentucky,KY,2,FALSE,FALSE,,Brown,democratic-republican,1.0
06/17/1792,Kentucky,KY,3,FALSE,FALSE,,Edwards,democratic-republican,1.0
10/03/1792,Virginia,VA,2,FALSE,FALSE,,Corbin,federal,0.2037037037037037
10/03/1792,Virginia,VA,2,FALSE,FALSE,,Lee,unknown,0.24074074074074073
10/03/1792,Virginia,VA,2,FALSE,FALSE,,Taylor,anti-federal,0.5555555555555556
11/03/1792,Kentucky,KY,2,FALSE,FALSE,,Brown,democratic-republican,1.0
11/03/1792,South Carolina,SC,2,FALSE,FALSE,,Pinckney,federalist,0.05970149253731343
11/03/1792,South Carolina,SC,2,FALSE,FALSE,,Scattering,no party affiliation,0.05970149253731343
11/03/1792,South Carolina,SC,2,FALSE,FALSE,,Butler,democratic-republican,0.8805970149253731
11/03/1792,Rhode Island,RI,2,FALSE,FALSE,,Bradford,federalist,1.0
11/03/1792,Massachusetts,MA,2,FALSE,FALSE,,Strong,federalist,1.0
11/03/1792,New Hampshire,NH,2,FALSE,FALSE,,Foster,federalist,0.011235955056179775
11/03/1792,New Hampshire,NH,2,FALSE,FALSE,,Peabody,democratic-republican,0.0898876404494382
11/03/1792,New Hampshire,NH,2,FALSE,FALSE,,Wingate,federalist,0.3146067415730337
11/03/1792,New Hampshire,NH,2,FALSE,FALSE,,Livermore,federalist,0.5842696629213483
11/04/1792,Delaware,DE,2,FALSE,FALSE,,Vining,federal,1.0
11/04/1792,Georgia,GA,2,FALSE,FALSE,,Mathews,unknown,0.024390243902439025
11/04/1792,Georgia,GA,2,FALSE,FALSE,,Few,democratic-republican,0.12195121951219512
11/04/1792,Georgia,GA,2,FALSE,FALSE,,Jackson,democratic-republican,0.8536585365853658
12/06/1792,Maryland,MD,1,TRUE,FALSE,,Stone,federalist,0.39080459770114945
12/06/1792,Maryland,MD,1,TRUE,FALSE,,Potts,federalist,0.6091954022988506
12/11/1792,North Carolina,NC,2,FALSE,FALSE,,Martin,democratic-republican,1.0
01/02/1793,New Jersey,NJ,2,FALSE,FALSE,,Frelinghuysen,federalist,1.0
02/28/1793,Pennsylvania,PA,1,FALSE,FALSE,,St. Clair,federal,0.012195121951219513
02/28/1793,Pennsylvania,PA,1,FALSE,FALSE,,Irvine,anti-federal,0.012195121951219513
02/28/1793,Pennsylvania,PA,1,FALSE,FALSE,,Miller,federal,0.4268292682926829
02/28/1793,Pennsylvania,PA,1,FALSE,FALSE,,Gallatin,anti-federal,0.5487804878048781
03/31/1794,Pennsylvania,PA,1,TRUE,FALSE,,Sitgreaves,federalist,0.012345679012345678
03/31/1794,Pennsylvania,PA,1,TRUE,FALSE,,Coleman,federalist,0.43209876543209874
03/31/1794,Pennsylvania,PA,1,TRUE,FALSE,,Ross,federalist,0.5555555555555556
08/25/1794,New Hampshire,NH,3,FALSE,FALSE,,Langdon,democratic-republican,1.0
11/03/1794,Kentucky,KY,3,FALSE,FALSE,,Edwards,democratic-republican,0.14285714285714285
11/03/1794,Kentucky,KY,3,FALSE,FALSE,,Fowler,democratic-republican,0.16326530612244897
11/03/1794,Kentucky,KY,3,FALSE,FALSE,,Breckinridge,democratic-republican,0.32653061224489793
11/03/1794,Kentucky,KY,3,FALSE,FALSE,,Marshall,federalist,0.3673469387755102
11/03/1794,South Carolina,SC,3,FALSE,FALSE,,Ramsay,independent,0.3103448275862069
11/03/1794,South Carolina,SC,3,FALSE,FALSE,,Hunter,democratic-republican,0.33793103448275863
11/03/1794,South Carolina,SC,3,FALSE,FALSE,,Read,federalist,0.35172413793103446
11/03/1794,Vermont,VT,3,FALSE,FALSE,,Paine,federalist,1.0
11/04/1794,Georgia,GA,3,FALSE,FALSE,,Few,democratic-republican,0.058823529411764705
11/04/1794,Georgia,GA,3,FALSE,FALSE,,Telfair,democratic-republican,0.23529411764705882
11/04/1794,Georgia,GA,3,FALSE,FALSE,,Gunn,federalist,0.7058823529411765
11/04/1794,Connecticut,CT,3,FALSE,FALSE,,"""Trumbull, Jr.""",federalist,1.0
11/04/1794,Connecticut,CT,3,FALSE,FALSE,,Trumball,unknown,0.0
11/04/1794,New York,NY,3,FALSE,FALSE,,Laurance,federalist,0.01282051282051282
11/04/1794,New York,NY,3,FALSE,FALSE,,Tillotson,democratic-republican,0.38461538461538464
11/04/1794,New York,NY,3,FALSE,FALSE,,King,federalist,0.6025641025641025
12/16/1794,Maryland,MD,3,FALSE,FALSE,,Wright,democratic-republican,0.0
12/16/1794,Maryland,MD,3,FALSE,FALSE,,Lloyd,democratic-republican,0.0
12/16/1794,Maryland,MD,3,FALSE,FALSE,,Henry,federalist,1.0
01/27/1795,North Carolina,NC,3,FALSE,FALSE,,Brickell,democratic-republican,1.0
01/30/1795,North Carolina,NC,3,TRUE,FALSE,,Lenoir,democratic-republican,0.03225806451612903
01/30/1795,North Carolina,NC,3,TRUE,FALSE,,Johnson,federalist,0.03225806451612903
01/30/1795,North Carolina,NC,3,TRUE,FALSE,,Skinner,unknown,0.0967741935483871
01/30/1795,North Carolina,NC,3,TRUE,FALSE,,Macon,democratic-republican,0.14193548387096774
01/30/1795,North Carolina,NC,3,TRUE,FALSE,,Moore,federalist,0.24516129032258063
01/30/1795,North Carolina,NC,3,TRUE,FALSE,,Leigh,federalist,0.3032258064516129
01/30/1795,North Carolina,NC,3,TRUE,FALSE,,Bloodworth,democratic-republican,0.14838709677419354
02/26/1795,Pennsylvania,PA,3,FALSE,FALSE,,Not Voting,no party affiliation,0.08823529411764706
02/26/1795,Pennsylvania,PA,3,FALSE,FALSE,,Muhlenberg,democratic-republican,0.3431372549019608
02/26/1795,Pennsylvania,PA,3,FALSE,FALSE,,Bingham,federalist,0.5686274509803921
08/01/1796,Tennessee,TN,1,FALSE,FALSE,,Cocke,democratic-republican,1.0
08/01/1796,Tennessee,TN,2,FALSE,FALSE,,Blount,democratic-republican,1.0
11/03/1796,Tennessee,TN,1,FALSE,FALSE,,Cocke,democratic-republican,1.0
11/03/1796,Virginia,VA,1,FALSE,FALSE,,Breckinridge,federalist,0.3448275862068966
11/03/1796,Virginia,VA,1,FALSE,FALSE,,Mason,democratic-republican,0.6551724137931034
11/03/1796,Rhode Island,RI,1,FALSE,FALSE,,Foster,federalist,1.0
11/03/1796,Massachusetts,MA,1,FALSE,FALSE,,Robbins,federalist,0.0
11/03/1796,Massachusetts,MA,1,FALSE,FALSE,,Goodhue,federalist,1.0
11/03/1796,Vermont,VT,1,FALSE,FALSE,,Tichenor,federalist,1.0
11/04/1796,Delaware,DE,1,FALSE,FALSE,,Hall,democratic-republican,0.2727272727272727
11/04/1796,Delaware,DE,1,FALSE,FALSE,,Latimer,federalist,0.7272727272727273
11/04/1796,Connecticut,CT,1,FALSE,FALSE,,Hillhouse,federalist,1.0
11/21/1796,Maryland,MD,1,TRUE,FALSE,,"""Sprigg, Jr.""",democratic-republican,0.0
11/21/1796,Maryland,MD,1,TRUE,FALSE,,Howard,federalist,1.0
12/02/1796,New Jersey,NJ,2,TRUE,FALSE,,Stockton,federalist,1.0
02/01/1797,New Jersey,NJ,1,FALSE,FALSE,,Rutherfurd,federalist,1.0
02/07/1797,New York,NY,1,FALSE,FALSE,,Burr,democratic-republican,0.0
02/07/1797,New York,NY,1,FALSE,FALSE,,Schuyler,federalist,1.0
02/16/1797,Pennsylvania,PA,1,FALSE,FALSE,,Irvine,democratic-republican,0.40425531914893614
02/16/1797,Pennsylvania,PA,1,FALSE,FALSE,,Ross,federalist,0.5957446808510638
12/08/1797,Maryland,MD,3,TRUE,FALSE,,Winder,democratic-republican,0.4943820224719101
12/08/1797,Maryland,MD,3,TRUE,FALSE,,Lloyd,democratic-republican,0.5056179775280899
11/03/1798,Tennessee,TN,2,FALSE,FALSE,,Jackson,unknown,0.016129032258064516
11/03/1798,Tennessee,TN,2,FALSE,FALSE,,Overton,unknown,0.016129032258064516
11/03/1798,Tennessee,TN,2,FALSE,FALSE,,Smith,democratic-republican,0.24193548387096775
11/03/1798,Tennessee,TN,2,FALSE,FALSE,,Anderson,democratic-republican,0.27419354838709675
11/03/1798,Tennessee,TN,2,FALSE,FALSE,,Cocke,democratic-republican,0.45161290322580644
11/03/1798,Kentucky,KY,2,FALSE,FALSE,,Ormsby,democratic-republican,0.1076923076923077
11/03/1798,Kentucky,KY,2,FALSE,FALSE,,Logan,democratic-republican,0.3384615384615385
11/03/1798,Kentucky,KY,2,FALSE,FALSE,,Brown,democratic-republican,0.5538461538461539
11/03/1798,South Carolina,SC,2,FALSE,FALSE,,Pickens,independent,0.44366197183098594
11/03/1798,South Carolina,SC,2,FALSE,FALSE,,Pinckney,democratic-republican,0.5563380281690141
11/03/1798,Virginia,VA,2,FALSE,FALSE,,Nicholas,democratic-republican,1.0
11/03/1798,Rhode Island,RI,2,FALSE,FALSE,,Greene,federalist,1.0
11/03/1798,Massachusetts,MA,2,FALSE,FALSE,,Scattering,no party affiliation,0.34615384615384615
11/03/1798,Massachusetts,MA,2,FALSE,FALSE,,Dexter,federalist,0.6538461538461539
11/03/1798,New Hampshire,NH,2,FALSE,FALSE,,Reject,no party affiliation,0.3333333333333333
11/03/1798,New Hampshire,NH,2,FALSE,FALSE,,Livermore,federalist,0.6666666666666666
11/04/1798,Delaware,DE,2,FALSE,FALSE,,Sykes,federalist,0.46153846153846156
11/04/1798,Delaware,DE,2,FALSE,FALSE,,Wells,federalist,0.5384615384615384
11/04/1798,Georgia,GA,2,FALSE,FALSE,,Carnes,federalist,0.46835443037974683
11/04/1798,Georgia,GA,2,FALSE,FALSE,,Baldwin,democratic-republican,0.5316455696202531
12/12/1798,North Carolina,NC,2,FALSE,FALSE,,Martin,democratic-republican,0.0
12/12/1798,North Carolina,NC,2,FALSE,FALSE,,Franklin,democratic-republican,1.0
01/02/1799,New Jersey,NJ,2,FALSE,FALSE,,Elmer,federalist,0.4583333333333333
01/02/1799,New Jersey,NJ,2,FALSE,FALSE,,Dayton,federalist,0.5416666666666666
10/01/1799,New Jersey,NJ,1,TRUE,FALSE,,Schureman,federalist,1.0
11/03/1800,Kentucky,KY,3,FALSE,FALSE,,Adair,democratic-republican,0.16049382716049382
11/03/1800,Kentucky,KY,3,FALSE,FALSE,,Breckinridge,democratic-republican,0.8395061728395061
11/03/1800,South Carolina,SC,3,FALSE,FALSE,,Ward,federalist,0.49324324324324326
11/03/1800,South Carolina,SC,3,FALSE,FALSE,,Colhoun,democratic-republican,0.5067567567567568
11/03/1800,Vermont,VT,3,FALSE,FALSE,,Scattering,no party affiliation,0.03296703296703297
11/03/1800,Vermont,VT,3,FALSE,FALSE,,Bradley,democratic-republican,0.37362637362637363
11/03/1800,Vermont,VT,3,FALSE,FALSE,,Paine,federalist,0.5934065934065934
11/03/1800,New Hampshire,NH,3,FALSE,FALSE,,Langdon,democratic-republican,0.09022556390977443
11/03/1800,New Hampshire,NH,3,FALSE,FALSE,,Scattering,no party affiliation,0.2857142857142857
11/03/1800,New Hampshire,NH,3,FALSE,FALSE,,Sheafe,federalist,0.6240601503759399
11/04/1800,Georgia,GA,3,FALSE,FALSE,,Carnes,federalist,0.13432835820895522
11/04/1800,Georgia,GA,3,FALSE,FALSE,,Jackson,democratic-republican,0.8656716417910447
11/04/1800,Connecticut,CT,3,FALSE,FALSE,,Hosmer,federalist,0.0055248618784530384
11/04/1800,Connecticut,CT,3,FALSE,FALSE,,Goodrich,federalist,0.016574585635359115
11/04/1800,Connecticut,CT,3,FALSE,FALSE,,Kirby,democratic-republican,0.03314917127071823
11/04/1800,Connecticut,CT,3,FALSE,FALSE,,Griswold,federalist,0.055248618784530384
11/04/1800,Connecticut,CT,3,FALSE,FALSE,,Miller,democratic-republican,0.16574585635359115
11/04/1800,Connecticut,CT,3,FALSE,FALSE,,Tracy,federalist,0.7237569060773481
11/04/1800,New York,NY,3,FALSE,FALSE,,"""Armstrong, Jr.""",democratic-republican,1.0
11/27/1800,North Carolina,NC,3,FALSE,FALSE,,Spaight,democratic-republican,0.04597701149425287
11/27/1800,North Carolina,NC,3,FALSE,FALSE,,Davie,federalist,0.41379310344827586
11/27/1800,North Carolina,NC,3,FALSE,FALSE,,Stone,democratic-republican,0.5402298850574713
12/09/1800,Maryland,MD,3,TRUE,FALSE,,Earle,unknown,0.449438202247191
12/09/1800,Maryland,MD,3,TRUE,FALSE,,Hindman,federalist,0.550561797752809
02/18/1801,Pennsylvania,PA,3,FALSE,FALSE,,Jones,democratic-republican,0.010869565217391304
02/18/1801,Pennsylvania,PA,3,FALSE,FALSE,,Logan,democratic-republican,0.4891304347826087
02/18/1801,Pennsylvania,PA,3,FALSE,FALSE,,Muhlenberg,democratic-republican,0.5
02/25/1801,New Jersey,NJ,1,TRUE,FALSE,,Ogden,federalist,1.0
11/12/1801,Maryland,MD,3,FALSE,FALSE,,Winder,democratic-republican,0.3023255813953488
11/12/1801,Maryland,MD,3,FALSE,FALSE,,Wright,democratic-republican,0.6976744186046512
12/16/1801,Pennsylvania,PA,3,TRUE,FALSE,,Scattering,independent,0.08411214953271028
12/16/1801,Pennsylvania,PA,3,TRUE,FALSE,,Hiester,democratic-republican,0.2803738317757009
12/16/1801,Pennsylvania,PA,3,TRUE,FALSE,,Logan,democratic-republican,0.6355140186915887
11/03/1802,Tennessee,TN,1,FALSE,FALSE,,Smith,democratic-republican,0.4722222222222222
11/03/1802,Tennessee,TN,1,FALSE,FALSE,,Anderson,democratic-republican,0.5277777777777778
11/03/1802,Virginia,VA,1,FALSE,FALSE,,Taylor,democratic-republican,1.0
11/03/1802,Rhode Island,RI,1,FALSE,FALSE,,Potter,democratic-republican,1.0
11/03/1802,Vermont,VT,1,FALSE,FALSE,,Scattering,no party affiliation,0.030612244897959183
11/03/1802,Vermont,VT,1,FALSE,FALSE,,Spencer,federalist,0.4030612244897959
11/03/1802,Vermont,VT,1,FALSE,FALSE,,Smith,democratic-republican,0.5663265306122449
11/04/1802,Delaware,DE,1,FALSE,FALSE,,Read II,democratic-republican,0.3103448275862069
11/04/1802,Delaware,DE,1,FALSE,FALSE,,White,federalist,0.6896551724137931
11/04/1802,Connecticut,CT,1,FALSE,FALSE,,Smith,unknown,0.005780346820809248
11/04/1802,Connecticut,CT,1,FALSE,FALSE,,Ellsworth,federalist,0.011560693641618497
11/04/1802,Connecticut,CT,1,FALSE,FALSE,,Kirby,democratic-republican,0.3063583815028902
11/04/1802,Connecticut,CT,1,FALSE,FALSE,,Hillhouse,federalist,0.6763005780346821
11/04/1802,New York,NY,1,FALSE,FALSE,,Bailey,democratic-republican,1.0
11/17/1802,Maryland,MD,1,FALSE,FALSE,,Howard,federalist,0.39473684210526316
11/17/1802,Maryland,MD,1,FALSE,FALSE,,Smith,democratic-republican,0.6052631578947368
12/14/1802,Pennsylvania,PA,1,FALSE,FALSE,,Maclay,democratic-republican,0.10476190476190476
12/14/1802,Pennsylvania,PA,1,FALSE,FALSE,,Weaver,democratic-republican,0.26666666666666666
12/14/1802,Pennsylvania,PA,1,FALSE,FALSE,,Maclay,democratic-republican,0.6285714285714286
02/17/1803,Massachusetts,MA,1,FALSE,FALSE,,Dexter,federalist,0.0038910505836575876
02/17/1803,Massachusetts,MA,1,FALSE,FALSE,,Ely,federalist,0.0038910505836575876
02/17/1803,Massachusetts,MA,1,FALSE,FALSE,,Knox,federalist,0.027237354085603113
02/17/1803,Massachusetts,MA,1,FALSE,FALSE,,Tillinghast,federalist,0.04669260700389105
02/17/1803,Massachusetts,MA,1,FALSE,FALSE,,Skinner,democratic-republican,0.27626459143968873
02/17/1803,Massachusetts,MA,1,FALSE,FALSE,,Pickering,federalist,0.30739299610894943
02/17/1803,Massachusetts,MA,1,FALSE,FALSE,,Adams,federalist,0.3346303501945525
02/25/1803,New Jersey,NJ,1,FALSE,FALSE,,None,independent,1.0
10/01/1803,New Jersey,NJ,1,TRUE,FALSE,,Condit,democratic-republican,1.0
02/04/1804,New York,NY,1,TRUE,FALSE,,Benson,federalist,0.03333333333333333
02/04/1804,New York,NY,1,TRUE,FALSE,,Ratcliff,federalist,0.044444444444444446
02/04/1804,New York,NY,1,TRUE,FALSE,,"""Armstrong, Jr.""",democratic-republican,0.9222222222222223
11/03/1804,Tennessee,TN,2,FALSE,FALSE,,Smith,democratic-republican,1.0
11/03/1804,Kentucky,KY,2,FALSE,FALSE,,Thruston,democratic-republican,1.0
11/03/1804,South Carolina,SC,2,FALSE,FALSE,,Sumter,democratic-republican,1.0
11/03/1804,Virginia,VA,2,FALSE,FALSE,,Giles,democratic-republican,1.0
11/03/1804,Rhode Island,RI,2,FALSE,FALSE,,Fenner,democratic-republican,1.0
11/03/1804,Massachusetts,MA,2,FALSE,FALSE,,Pickering,federalist,1.0
11/03/1804,New Hampshire,NH,2,FALSE,FALSE,,Gilman,democratic-republican,1.0
11/04/1804,Delaware,DE,2,FALSE,FALSE,,Bayard,federalist,1.0
11/04/1804,Georgia,GA,2,FALSE,FALSE,,Baldwin,democratic-republican,1.0
11/09/1804,New York,NY,1,TRUE,FALSE,,Thomas,democratic-republican,0.011111111111111112
11/09/1804,New York,NY,1,TRUE,FALSE,,King,federalist,0.15555555555555556
11/09/1804,New York,NY,1,TRUE,FALSE,,Mitchill,democratic-republican,0.8333333333333334
12/04/1804,North Carolina,NC,2,FALSE,FALSE,,Smith,democratic-republican,0.09826589595375723
12/04/1804,North Carolina,NC,2,FALSE,FALSE,,Franklin,democratic-republican,0.43352601156069365
12/04/1804,North Carolina,NC,2,FALSE,FALSE,,Stokes,democratic-republican,0.4682080924855491
01/01/1805,New Jersey,NJ,2,FALSE,FALSE,,Kitchell,democratic-republican,1.0
11/21/1805,North Carolina,NC,2,TRUE,FALSE,,Davis,unknown,0.2947976878612717
11/21/1805,North Carolina,NC,2,TRUE,FALSE,,Turner,democratic-republican,0.7052023121387283
11/03/1806,Kentucky,KY,3,FALSE,FALSE,,Pope,democratic-republican,1.0
11/03/1806,South Carolina,SC,3,FALSE,FALSE,,Gaillard,democratic-republican,1.0
11/03/1806,Vermont,VT,3,FALSE,FALSE,,Bradley,democratic-republican,1.0
11/03/1806,New Hampshire,NH,3,FALSE,FALSE,,Parker,democratic-republican,1.0
11/04/1806,Georgia,GA,3,FALSE,FALSE,,Telfair,unknown,0.16666666666666666
11/04/1806,Georgia,GA,3,FALSE,FALSE,,Barnot,unknown,0.3076923076923077
11/04/1806,Georgia,GA,3,FALSE,FALSE,,Milledge,democratic-republican,0.5256410256410257
11/04/1806,Connecticut,CT,3,FALSE,FALSE,,Tracy,federalist,1.0
11/04/1806,New York,NY,3,FALSE,FALSE,,Smith,democratic-republican,1.0
11/25/1806,Maryland,MD,3,FALSE,FALSE,,Hayward,unknown,0.4125
11/25/1806,Maryland,MD,3,FALSE,FALSE,,Reed,democratic-republican,0.5875
12/08/1806,North Carolina,NC,3,FALSE,FALSE,,Franklin,democratic-republican,1.0
01/13/1807,Pennsylvania,PA,3,FALSE,FALSE,,Boileau,democratic-republican,0.2684563758389262
01/13/1807,Pennsylvania,PA,3,FALSE,FALSE,,Steele,democratic-republican,0.3624161073825503
01/13/1807,Pennsylvania,PA,3,FALSE,FALSE,,Gregg,constitutional,0.3691275167785235
11/03/1808,Tennessee,TN,1,FALSE,FALSE,,Anderson,democratic-republican,1.0
11/03/1808,Virginia,VA,1,FALSE,FALSE,,Brent,democratic-republican,1.0
